x,y
-inf,-inf
0,0
0.693147,0.82401
1.09861,1.28981
1.38629,1.62102
1.60944,1.86982
1.79176,2.07541
1.94591,2.25091
2.07944,2.40762
2.19722,2.54345
2.30259,2.66288
2.3979,2.77412
2.48491,2.87678
2.56495,2.97019
2.63906,3.04623
2.70805,3.12462
2.77259,3.19652
2.83321,3.26187
2.89037,3.32029
2.94444,3.38661
2.99573,3.43624
3.04452,3.48368
3.09104,3.52566
3.13549,3.57521
3.17805,3.61753
3.21888,3.66108
3.2581,3.70617
3.29584,3.74191
3.3322,3.78205
3.3673,3.8209
3.4012,3.85521
3.43399,3.8949
3.46574,3.92478
3.49651,3.96227
3.52636,4.00021
3.55535,4.03577
3.58352,4.06014
3.61092,4.08977
3.63759,4.11064
3.66356,4.13963
3.68888,4.17002
3.71357,4.18701
3.73767,4.21518
3.7612,4.23469
3.78419,4.26195
3.80666,4.28416
3.82864,4.30603
3.85015,4.32933
3.8712,4.35395
3.89182,4.37671
3.91202,4.40505
3.93183,4.42924
3.95124,4.44191
3.97029,4.46513
3.98898,4.48684
4.00733,4.50764
4.02535,4.52824
4.04305,4.54145
4.06044,4.55999
4.07754,4.57782
4.09434,4.59164
4.11087,4.61594
4.12713,4.64242
4.14313,4.66029
4.15888,4.67565
4.17439,4.69571
4.18965,4.70433
4.20469,4.72679
4.21951,4.73575
4.23411,4.75328
4.2485,4.76331
4.26268,4.78124
4.27667,4.79406
4.29046,4.81198
4.30407,4.83181
4.31749,4.84413
4.33073,4.857
4.34381,4.87767
4.35671,4.88759
4.36945,4.89342
4.38203,4.90209
4.39445,4.92119
4.40672,4.93773
4.41884,4.95129
4.43082,4.97402
4.44265,4.98899
4.45435,4.99735
4.46591,5.01417
4.47734,5.0238
4.48864,5.02838
4.49981,5.03511
4.51086,5.04594
4.52179,5.05731
4.5326,5.07497
4.54329,5.07914
4.55388,5.09027
4.56435,5.09803
4.57471,5.11236
4.58497,5.10763
4.59512,5.11964
4.60517,5.12408
4.61512,5.14106
4.62497,5.15275
4.63473,5.16059
4.64439,5.17917
4.65396,5.17484
4.66344,5.19209
4.67283,5.19654
4.68213,5.20478
4.69135,5.20484
4.70048,5.21065
4.70953,5.22454
4.7185,5.22939
4.72739,5.23909
4.7362,5.24274
4.74493,5.2474
4.75359,5.25447
4.76217,5.26755
4.77068,5.27265
4.77912,5.28106
4.78749,5.29083
4.79579,5.30306
4.80402,5.31701
4.81218,5.3247
4.82028,5.33067
4.82831,5.33759
4.83628,5.34626
4.84419,5.35198
4.85203,5.35197
4.85981,5.35875
4.86753,5.36138
4.8752,5.37441
4.8828,5.37665
4.89035,5.38493
4.89784,5.39082
4.90527,5.40381
4.91265,5.4116
4.91998,5.42215
4.92725,5.4216
4.93447,5.43336
4.94164,5.43277
4.94876,5.44093
4.95583,5.4483
4.96284,5.4583
