x,y
0,0
1,1
2,2.00087
3,3.00331
4,4.00586
5,5.00487
6,6.005
7,7.00858
8,8.01183
9,9.01013
10,10.0106
11,11.0101
12,12.0094
13,13.0017
14,14.0035
15,15.0093
16,16.0114
17,17.0059
18,18.0107
19,19.003
20,19.9937
21,21.0043
22,22.0139
23,23.0176
24,24.0162
25,25.0188
26,26.0191
27,27.0133
28,27.9991
29,28.9856
30,29.9828
31,30.9889
32,31.9797
33,32.9777
34,33.9973
35,35.0059
36,36.0031
37,37.0025
38,38.0163
39,39.0411
40,40.0316
41,41.0213
42,42.0141
43,42.9957
44,43.9862
45,44.9933
46,45.9999
47,46.9998
48,48.0156
49,49.0186
50,50.0367
51,51.0449
52,52.0434
53,53.038
54,54.0246
55,55.0271
56,56.0121
57,57.0112
58,58.0058
59,59.0195
60,60.0295
61,61.0408
62,62.0457
63,63.0592
64,64.0375
65,65.0178
66,66.0115
67,67.0165
68,68.0181
69,69.0116
70,70.0002
71,70.9975
72,72.0089
73,73.0181
74,74.0208
75,75.0316
76,76.0294
77,77.0425
78,78.0707
79,79.0773
80,80.061
81,81.0718
82,82.0533
83,83.0454
84,84.0565
85,85.063
86,86.0446
87,87.0471
88,88.0486
89,89.0561
90,90.0402
91,91.0386
92,92.043
93,93.0257
94,94.0404
95,95.0335
96,96.0114
97,97.0282
98,98.0286
99,99.0435
100,100.057
101,101.066
102,102.059
103,103.051
104,104.059
105,105.064
106,106.082
107,107.074
108,108.066
109,109.085
110,110.106
111,111.14
112,112.134
113,113.142
114,114.14
115,115.158
116,116.164
117,117.147
118,118.17
119,119.166
120,120.158
121,121.162
122,122.152
123,123.126
124,124.129
125,125.148
126,126.172
127,127.175
128,128.148
129,129.145
130,130.166
131,131.161
132,132.166
133,133.147
134,134.151
135,135.153
136,136.154
137,137.156
138,138.142
139,139.145
140,140.129
141,141.125
142,142.124
143,143.1
144,144.106
145,145.115
146,146.134
147,147.164
148,148.145
149,149.161
150,150.169
151,151.167
152,152.177
153,153.173
154,154.17
155,155.156
156,156.149
157,157.159
158,158.17
159,159.156
160,160.144
161,161.15
162,162.138
163,163.142
164,164.134
165,165.109
166,166.081
167,167.097
168,168.091
169,169.093
170,170.122
171,171.149
172,172.166
173,173.18
174,174.143
175,175.117
176,176.103
177,177.123
178,178.093
179,179.077
180,180.078
181,181.044
182,182.056
183,183.024
184,184.006
185,185.01
186,186.035
187,187.035
188,188.03
189,189.041
190,190.035
191,191.056
192,192.044
193,193.052
194,194.031
195,195.06
196,196.043
197,197.081
198,198.101
199,199.091
200,200.058
