0,0,0
1,0,-1
2,1,-1
3,2,-1
4,2,0
5,2,-1
6,2,0
7,2,-1
8,2,0
9,1,0
10,0,0
11,1,0
12,2,0
13,2,-1
14,2,0
15,3,0
16,4,0
17,4,1
18,4,2
19,5,2
20,5,3
21,6,3
22,5,3
23,4,3
24,4,2
25,4,1
26,4,2
27,4,3
28,3,3
29,3,4
30,2,4
31,2,3
32,2,4
33,2,3
34,2,4
35,2,5
36,2,6
37,1,6
38,2,6
39,2,7
40,3,7
41,2,7
42,1,7
43,1,8
44,1,9
45,0,9
46,1,9
47,0,9
48,0,10
49,-1,10
50,0,10
51,1,10
52,2,10
53,1,10
54,1,11
55,0,11
56,-1,11
57,0,11
58,1,11
59,1,12
60,1,13
61,1,14
62,0,14
63,0,13
64,-1,13
65,0,13
66,1,13
67,2,13
68,3,13
69,2,13
70,3,13
71,3,12
72,4,12
73,5,12
74,6,12
75,6,11
76,6,10
77,6,9
78,7,9
79,8,9
80,7,9
81,6,9
82,6,10
83,6,9
84,7,9
85,8,9
86,7,9
87,6,9
88,6,8
89,6,9
90,6,8
91,5,8
92,6,8
93,6,9
94,5,9
95,4,9
96,4,8
97,4,7
98,5,7
99,5,8
100,6,8
101,7,8
102,8,8
103,9,8
104,10,8
105,10,7
106,11,7
107,11,8
108,11,7
109,11,6
110,11,5
111,12,5
112,12,4
113,12,5
114,12,4
115,12,5
116,12,4
117,12,3
118,12,2
119,12,1
120,11,1
121,11,2
122,10,2
123,11,2
124,10,2
125,10,3
126,10,2
127,10,1
128,9,1
129,10,1
130,10,0
131,10,1
132,9,1
133,8,1
134,8,2
135,7,2
136,7,3
137,6,3
138,7,3
139,7,4
140,7,3
141,8,3
142,8,4
143,8,3
144,8,4
145,9,4
146,8,4
147,8,3
148,7,3
149,8,3
150,8,4
151,8,3
152,8,2
153,8,1
154,9,1
155,9,2
156,9,3
157,8,3
158,7,3
159,7,4
160,7,3
161,6,3
162,5,3
163,5,4
164,4,4
165,4,5
166,3,5
167,3,6
168,2,6
169,1,6
170,0,6
171,-1,6
172,0,6
173,1,6
174,2,6
175,2,7
176,2,6
177,2,5
178,1,5
179,2,5
180,2,4
181,2,5
182,2,4
183,2,3
184,2,4
185,2,5
186,2,6
187,1,6
188,1,5
189,0,5
190,-1,5
191,-2,5
192,-2,6
193,-3,6
194,-2,6
195,-2,7
196,-2,6
197,-2,7
198,-1,7
199,-2,7
200,-2,6
201,-2,5
202,-3,5
203,-4,5
204,-4,4
205,-4,5
206,-4,4
207,-3,4
208,-2,4
209,-3,4
210,-3,5
211,-2,5
212,-2,6
213,-2,5
214,-2,6
215,-2,5
216,-2,4
217,-1,4
218,-2,4
219,-3,4
220,-3,5
221,-3,4
222,-2,4
223,-1,4
224,0,4
225,0,3
226,1,3
227,1,2
228,2,2
229,1,2
230,1,3
231,1,2
232,1,1
233,0,1
234,0,2
235,0,3
236,-1,3
237,-1,2
238,-2,2
239,-3,2
240,-4,2
241,-4,3
242,-5,3
243,-4,3
244,-3,3
245,-3,4
246,-4,4
247,-5,4
248,-4,4
249,-3,4
250,-4,4
251,-3,4
252,-3,5
253,-4,5
254,-5,5
255,-5,4
256,-5,5
257,-5,6
258,-5,7
259,-4,7
260,-4,6
261,-4,7
262,-4,8
263,-4,9
264,-4,10
265,-3,10
266,-4,10
267,-4,11
268,-4,12
269,-4,13
270,-4,12
271,-3,12
272,-4,12
273,-4,11
274,-4,10
275,-4,11
276,-5,11
277,-6,11
278,-7,11
279,-7,10
280,-6,10
281,-5,10
282,-6,10
283,-6,9
284,-6,8
285,-6,7
286,-6,8
287,-6,9
288,-7,9
289,-8,9
290,-9,9
291,-8,9
292,-8,8
