x
1.62766
1.65607
1.67243
1.64994
1.70356
1.66521
1.6755
1.6666
1.68103
1.6601
1.6573
1.69277
1.6787
1.70617
1.72498
1.69861
1.64797
1.69043
1.68485
1.70207
1.68115
1.69626
1.68255
1.68498
1.68328
1.71564
1.65028
1.67543
1.69891
1.72555
1.68375
1.66657
1.67973
1.71228
1.65285
1.68258
1.64746
1.68797
1.71056
1.73358
1.69618
1.66082
1.75094
1.66677
1.69419
1.6504
1.63384
1.69395
1.68837
1.674
1.68872
1.67402
1.67463
1.68451
1.66361
1.69564
1.74168
1.66914
1.71108
1.66385
1.69265
1.69804
1.68217
1.68493
1.69903
1.68197
1.70344
1.64385
1.69816
1.65605
1.67795
1.72028
1.66762
1.72401
1.6759
1.67447
1.78374
1.66683
1.65458
1.6965
1.68262
1.71448
1.67911
1.70204
1.68417
1.65495
1.65329
1.71064
1.64247
1.66952
1.66111
1.67834
1.67623
1.67075
1.70786
1.70543
1.69567
1.69266
1.67207
1.71668
1.69002
1.69971
1.66943
1.68566
1.69223
1.66226
1.72905
1.69386
1.68435
1.68638
1.7119
1.68798
1.6886
1.6529
1.7165
1.65369
1.68988
1.65112
1.71403
1.7587
1.68959
1.67584
1.69914
1.64831
1.6777
1.68461
1.66768
1.68397
1.66631
1.70069
1.70635
1.68048
1.67711
1.68176
1.75603
1.71642
1.72958
1.72291
1.70172
1.67047
1.7356
1.66746
1.70884
1.71082
1.68984
1.71729
1.66773
1.69691
1.69158
1.69372
1.68616
1.66708
1.75909
1.64233
1.71718
1.6763
1.66149
1.65573
1.67912
1.69424
1.66745
1.66506
1.68296
1.70579
1.66657
1.70676
1.67375
1.68074
1.65701
1.69673
1.68151
1.66282
1.6734
1.68263
1.62842
1.6784
1.68739
1.70111
1.69107
1.70849
1.68233
1.71315
1.68124
1.66454
1.67565
1.66814
1.70644
1.68205
1.68275
1.67458
1.66656
1.67281
1.66951
1.6668
1.66907
1.74921
1.6618
1.63575
1.75371
1.7003
1.76277
1.69528
1.67715
1.67446
1.71312
1.68118
1.71138
1.69761
1.68777
1.68279
1.65674
1.67722
1.69919
1.66724
1.69706
1.65756
1.75433
1.72775
1.65941
1.69209
1.71391
1.66478
1.70591
1.67861
1.72705
1.63549
1.7525
1.71384
1.72084
1.69994
1.67673
1.66326
1.67357
1.72972
1.6942
1.68209
1.67044
1.6899
1.71842
1.72124
1.65792
1.63924
1.70363
1.74151
1.69448
1.72717
1.64652
1.69028
1.66316
1.6538
1.66168
1.66667
1.69676
1.68221
1.71446
1.69143
1.68144
1.68396
1.65536
1.65548
1.71132
1.69735
1.74785
1.68946
1.71194
1.67737
1.66782
1.69463
1.70594
1.72592
1.66568
1.7278
1.75032
1.65344
1.66087
1.68687
1.65816
1.68897
1.71613
1.68909
1.65633
1.67135
1.69173
1.66942
1.70652
1.68502
1.65559
1.67094
1.72338
1.68145
1.68799
1.70786
1.70826
1.68013
1.67929
1.68809
1.66505
1.72591
1.70532
1.66187
1.68522
1.6689
1.70578
1.7044
1.68709
1.71414
1.6779
1.68073
1.69019
1.69681
1.67298
1.6531
1.70214
1.69581
1.66693
1.70715
1.63287
1.67063
1.68809
1.67029
1.71807
1.73002
1.67887
1.72034
1.65853
1.68621
1.6956
1.72519
1.71474
1.66821
1.66883
1.6603
1.65142
1.68463
1.66875
1.68873
1.66429
1.651
1.72684
1.70197
1.65119
1.70788
1.70279
1.65611
1.69712
1.6824
1.65589
1.72111
1.75272
1.73042
1.68759
1.67649
1.73055
1.70345
1.66717
1.69992
1.64995
1.65501
1.67408
1.70652
1.72372
1.68789
1.70482
1.69094
1.67969
1.71559
1.72107
1.67575
1.70185
1.67888
1.66852
1.69732
1.65203
1.7219
1.69192
1.67397
1.68125
1.72383
1.73432
1.68055
1.68088
1.67267
1.69939
1.71061
1.67036
1.73759
1.68006
1.64231
1.6545
1.71037
1.65343
1.67998
1.66479
1.70491
1.7252
1.69236
1.66541
1.70498
1.73213
1.73205
1.66794
1.68611
1.6899
1.71473
1.65367
1.68908
1.67633
1.68989
1.6735
1.70704
1.66874
1.68158
1.71452
1.6926
1.67524
1.71897
1.72373
1.72517
1.72152
1.67502
1.67666
1.68661
1.65254
1.69188
1.66695
1.6784
1.69157
1.71139
1.69387
1.719
1.66035
1.6688
1.72375
1.68412
1.68571
1.68823
1.64712
1.68839
1.67023
1.67381
1.67863
1.72504
1.7029
1.68711
1.70358
1.70103
1.67823
1.66861
1.71718
1.71366
1.71869
1.69909
1.66526
1.65788
1.72451
1.67177
1.70441
1.73497
1.69583
1.72636
1.66624
1.74502
1.67905
1.69186
1.68504
1.66721
1.65552
1.64469
1.69778
1.72182
1.69241
1.68265
1.75892
1.71335
1.74064
1.68172
1.65394
1.72827
1.62798
1.70715
1.64516
1.66595
1.70446
1.69326
1.6826
1.63237
1.68036
1.65455
1.6869
1.71217
1.76587
1.67459
1.72007
1.69879
1.69949
1.6751
1.65971
1.69673
1.69461
1.69429
1.7079
1.683
1.6886
1.72037
1.70087
1.71271
1.67473
1.68157
1.67609
1.70723
1.6801
1.69342
1.69469
1.67226
1.66792
1.70854
1.71654
1.67686
1.72311
1.67029
1.68764
1.66565
1.70257
1.71681
1.68707
1.70915
1.67069
1.69973
1.70053
1.72528
1.66149
1.68132
1.66957
1.71029
1.69635
1.69595
1.70043
1.70006
1.71832
1.65848
1.70745
1.69238
1.64659
1.70936
1.68738
1.67424
1.66297
1.70865
1.70437
1.68505
1.73679
1.70797
1.69347
1.65625
1.6848
1.70094
1.69521
1.64631
1.6896
1.7569
1.70958
1.70019
1.70295
1.69671
1.6799
1.704
1.69699
1.66576
1.72026
1.67701
1.69505
1.73313
1.67645
1.67543
1.70592
1.71835
1.64699
1.68495
1.67702
1.69486
1.75333
1.67398
1.6897
1.69931
1.71328
1.72854
1.72169
1.69312
1.70764
1.69246
1.6571
1.74966
1.71804
1.7015
1.70144
1.66184
1.67432
1.68666
1.7072
1.64511
1.68905
1.67633
1.68126
1.68739
1.70489
1.69508
1.66596
1.71164
1.72348
1.68597
1.67014
1.72586
1.73766
1.69239
1.69207
1.69473
1.71194
1.66063
1.69158
1.71615
1.70713
1.67808
1.68454
1.69584
1.65078
1.68822
1.71825
1.66451
1.69748
1.68857
1.65614
1.65531
1.70442
1.69394
1.69928
1.66938
1.73106
1.71904
1.69437
1.73379
1.69301
1.70687
1.69659
1.65047
1.71804
1.70989
1.66777
1.65148
1.65269
1.72242
1.6776
1.69772
1.70508
1.67385
1.71931
1.75305
1.66659
1.63802
1.71192
1.67486
1.65491
1.70849
1.68287
1.71062
1.72285
1.67901
1.65144
1.74443
1.69818
1.68787
1.68977
1.76448
1.69069
1.66305
1.66863
1.66614
1.69014
1.66865
1.71085
1.67901
1.75733
1.70489
1.66386
1.67536
1.69946
1.72131
1.70497
1.74431
1.69645
1.67542
1.70519
1.713
1.69805
1.65112
1.67034
1.75015
1.67615
1.67601
1.68182
1.71673
1.72525
1.67609
1.73053
1.74888
1.68613
1.7175
1.70227
1.69517
1.67551
1.68639
1.70932
1.73656
1.71882
1.71866
1.7297
1.68157
1.72185
1.72386
1.70168
1.64462
1.66427
1.71
1.71993
1.64756
1.65709
1.6557
1.72549
1.68338
1.75243
1.70793
1.69879
1.66432
1.64911
1.6616
1.67589
1.70769
1.70762
1.74442
1.70678
1.66174
1.66838
1.70392
1.65902
1.70499
1.62398
1.7129
1.69858
1.7067
1.6207
1.67309
1.71282
1.65686
1.70277
1.70412
1.64703
1.70418
1.69517
1.6845
1.66318
1.72209
1.66495
1.67253
1.68894
1.70689
1.65874
1.6506
1.70681
1.69268
1.68721
1.68773
1.70087
1.69336
1.69135
1.6937
1.65618
1.66713
1.63619
1.69975
1.65952
1.64993
1.68374
1.70324
1.68884
1.67786
1.6968
1.6398
1.6817
1.65725
1.691
1.66471
1.67502
1.66556
1.65864
1.69368
1.65633
1.69813
1.67246
1.67526
1.65103
1.69428
1.68605
1.68732
1.65835
1.71204
1.71208
1.7048
1.70787
1.68137
1.70673
1.70693
1.70045
1.67113
1.70643
1.71174
1.69555
1.72513
1.69016
1.66367
1.72447
1.70031
1.68838
1.70162
1.71287
1.70027
1.67353
1.64616
1.64164
1.68208
1.72408
1.71616
1.65926
1.68048
1.71877
1.67447
1.7267
1.65434
1.74299
1.66421
1.75061
1.666
1.7258
1.69657
1.69667
1.69129
1.67294
1.69763
1.65203
1.6497
1.69524
1.69806
1.6458
1.6728
1.73188
1.71511
1.707
1.67908
1.64422
1.7079
1.64955
1.70765
1.68386
1.68727
1.67941
1.66031
1.69973
1.70363
1.702
1.66167
1.69731
1.68838
1.70813
1.68784
1.65705
1.67024
1.70014
1.68459
1.76725
1.68309
1.69872
1.70052
1.68399
1.64214
1.69406
1.68352
1.68981
1.69599
1.68271
1.73602
1.67034
1.66784
1.66893
1.72382
1.69672
1.74014
1.7235
1.67674
1.72976
1.66694
1.68801
1.66639
1.66525
1.62967
1.70816
1.72372
1.72641
1.68438
1.66451
1.66964
1.67311
1.66521
1.75575
1.68583
1.71424
1.65999
1.75022
1.6645
1.66142
1.64507
1.69913
1.68845
1.72601
1.66087
1.67504
1.65273
1.6587
1.69057
1.72374
1.6747
1.66916
1.66976
1.68898
1.73463
1.68641
1.64071
1.68204
1.66763
1.67555
1.69141
1.65018
1.70103
1.69532
1.70992
1.65914
1.69587
1.70974
1.7052
1.71197
1.66511
1.68575
1.6649
1.6592
1.66692
1.70076
1.70624
1.69695
1.65503
1.68807
1.71931
1.70858
1.678
1.66631
1.72629
1.66371
1.6674
1.65223
1.69238
1.70696
1.66851
1.70233
1.67628
1.72159
1.64218
1.71509
1.65955
1.7362
1.66552
1.68936
1.65212
