x,y
0,0
1,1
2.67531,2.64906
4.75743,4.83322
7.15729,7.22731
9.82499,10.1601
12.7276,12.6756
15.8413,16.2741
19.148,19.7422
22.6331,22.6749
26.2849,27.2121
30.0935,31.2869
34.0503,35.527
38.1481,39.4391
42.3804,44.8127
46.7417,49.7004
51.2268,54.699
55.8311,58.8517
60.5506,63.7699
65.3815,69.0258
70.3203,74.5156
75.3639,81.5719
80.5093,87.1959
85.7539,93.3605
91.0951,98.9793
96.5305,103.715
102.058,108.677
107.675,114.609
113.381,122.389
119.172,128.278
125.049,133.84
131.007,141.338
137.048,148.44
143.167,155.554
149.366,162.401
155.641,172.79
161.992,179.175
168.417,186.538
174.916,193.676
181.487,204.306
188.129,211.358
194.841,229.317
201.622,228.828
208.471,227.549
215.388,236.602
222.37,248.953
229.418,254.564
236.531,265.411
243.708,261.245
250.947,276.708
258.249,294.667
265.613,296.757
273.037,297.68
280.521,311.776
288.065,316.367
295.668,328.95
303.329,341.03
311.048,354.095
318.823,354.292
326.656,369.879
334.544,373.571
342.487,384.168
350.486,395.628
358.538,404.278
366.645,422.075
374.805,435.805
383.017,460.245
391.282,473.335
399.599,486.838
407.968,484.665
416.388,513.876
424.858,513.074
433.378,536.407
441.948,540.64
450.568,540.499
459.237,550.048
467.954,557.022
476.72,582.503
485.533,585.32
494.394,597.753
503.303,588.856
512.258,599.218
521.26,601.177
530.307,620.071
539.401,613.635
548.54,616.593
557.725,629.021
566.954,628.056
576.229,637.726
585.547,632.588
594.909,623.735
604.316,652.501
613.765,660.756
623.258,676.098
632.794,704.782
642.373,686.001
651.994,727.795
661.657,728.639
671.362,728.013
681.109,734.755
690.897,746.559
700.726,753.178
710.596,790.699
720.507,809.849
730.458,816.18
740.45,803.943
750.481,808.607
760.553,849.006
770.664,849.081
780.814,854.808
791.004,887.863
801.232,834.324
811.499,829.181
821.805,866.075
832.149,858.794
842.532,759.632
852.952,906.203
863.41,884.637
873.905,911.513
884.438,963.771
895.009,984.788
905.616,1025.8
916.26,1073.24
926.941,1121.35
937.658,1165.72
948.412,1293.71
959.201,1223.72
970.027,1170.28
980.889,1184.34
991.786,1187.03
1002.72,1148.22
1013.69,1127.52
1024.69,1235.89
1035.73,1180.02
1046.8,1145.05
1057.91,1252.22
1069.05,1167.48
1080.23,1207.93
1091.44,1238.51
1102.69,1282.59
1113.97,1324.16
1125.28,1332.52
1136.63,1310.85
1148.01,1294.81
1159.42,1305.26
1170.87,1315.69
1182.35,1331.74
1193.86,1430.74
1205.41,1373.74
1216.99,1474.51
1228.6,1331.34
1240.25,1404.29
1251.92,1418.93
1263.63,1402.74
1275.37,1480.7
1287.15,1529.75
1298.95,1533.77
1310.79,1599.11
1322.66,1478.53
1334.56,1565.95
1346.49,1600.99
1358.45,1554.83
1370.45,1476.51
1382.47,1458.47
1394.53,1471.56
1406.62,1461.56
1418.74,1452.62
1430.89,1487.44
1443.07,1456.56
1455.28,1498.66
1467.52,1494.09
1479.79,1500.57
1492.09,1491.75
1504.42,1493.77
1516.78,1615.95
1529.17,1614.11
1541.59,1554.36
1554.04,1531.4
1566.52,1517.12
1579.03,1494.39
1591.57,1512.15
1604.14,1554.42
1616.73,1595.44
1629.36,1517.01
1642.01,1558.79
1654.7,1606.31
1667.41,1721.1
1680.15,1617.92
1692.92,1657.35
1705.72,1616.64
1718.55,1675.82
1731.4,1677.49
1744.29,1727.03
1757.2,1723.45
1770.14,1642.73
1783.11,1669.1
1796.1,1703.55
1809.13,1670.2
1822.18,1713.52
1835.26,1687.23
1848.36,1749.7
1861.5,1786.11
1874.66,1837.43
1887.85,1936.01
1901.07,1984.43
1914.31,1888.4
1927.58,2002.24
1940.88,1783.79
1954.2,2139.98
1967.55,2080.73
1980.93,2243.46
1994.34,2137.16
2007.77,2203.26
2021.23,2195.72
2034.72,2154.22
2048.23,2206.27
2061.77,2307.54
2075.33,2478.21
2088.92,2517.1
2102.54,2361.89
2116.18,2343.22
2129.85,2231.79
2143.55,2307.48
2157.27,2325.83
2171.01,2130.2
2184.79,2313.5
2198.58,2314.68
2212.41,2230.36
2226.26,2378.67
2240.13,2478.47
2254.03,2481.94
2267.96,2578.93
2281.91,2417.53
2295.89,2526.7
2309.89,2302.87
2323.92,2442.42
2337.97,2452.21
2352.05,2274.07
2366.15,2593.81
2380.27,2275.92
2394.43,2164.1
2408.6,2000.67
2422.8,2144.99
2437.03,1908.77
2451.28,2010.24
2465.56,2172.33
2479.85,2040.58
2494.18,2064.11
2508.53,2057.1
2522.9,2060.51
2537.3,2110.89
2551.72,2117.98
2566.16,2017.17
2580.63,1789.24
2595.12,1400.64
2609.64,1657.51
2624.18,1846.6
2638.75,1613.57
2653.34,1798.15
2667.95,1642.93
2682.58,2065.29
2697.24,1993.61
2711.93,2205.38
2726.64,2400.06
2741.37,2251.82
2756.12,2596.29
2770.9,2063.92
2785.7,2018.43
2800.52,1820.12
2815.37,1669.44
2830.24,1212.35
2845.13,1358.78
2860.05,1770.76
2874.99,1964.63
2889.95,1799.27
2904.94,1816.21
2919.94,1809.08
2934.98,1503.55
2950.03,1792.51
2965.11,1239.68
2980.21,1251.34
2995.33,1688.18
3010.47,1682.95
3025.64,2009.33
3040.83,2135.01
3056.04,2181.02
3071.28,2628.9
3086.53,2688.87
3101.81,3001.39
3117.11,3135.3
3132.44,3004.88
3147.78,3399.04
3163.15,3732.44
3178.54,3299.45
3193.96,3387.42
3209.39,3271.58
3224.85,3152.78
3240.32,2384.53
3255.82,2752.18
3271.35,2523.61
3286.89,3081.45
3302.46,3492.97
3318.04,3368.01
3333.65,3644.49
3349.28,4107.6
3364.94,4054
3380.61,4261.69
3396.3,4698.83
3412.02,4947.11
3427.76,4963.99
3443.52,5045.03
3459.3,5108.09
3475.1,4989.64
3490.93,4996.36
3506.77,4938.38
3522.64,4924.19
3538.52,4967.8
3554.43,4823.4
3570.36,4869.75
3586.31,4846.95
3602.28,4783.2
3618.28,4672.9
3634.29,4635.54
3650.32,4742.7
3666.38,4697.16
3682.45,4761.32
3698.55,4641.5
3714.67,4711.33
3730.81,4660.06
3746.96,4764.78
3763.14,4730.58
3779.34,4756.75
3795.56,4711.21
3811.8,4913.8
3828.07,4755.57
3844.35,4735.84
3860.65,4504.8
3876.97,4611.2
3893.32,4855.09
3909.68,4758.21
3926.06,4942.7
3942.47,4864.65
3958.89,4948.87
3975.33,4968.44
3991.8,4871.64
4008.28,4665.68
4024.79,4486.38
4041.31,4542.74
4057.86,4725.71
4074.42,4890.33
4091.01,5075.64
4107.61,5074.29
4124.23,5229.51
4140.88,5294.68
4157.54,5370.44
4174.23,5342.67
4190.93,5218.3
4207.65,5173.27
4224.39,5173.07
4241.16,5185.5
4257.94,4975.93
4274.74,4867.86
4291.56,4908.53
4308.4,4698.27
4325.26,4752.14
4342.14,4640.95
4359.04,4485.22
4375.96,4538.35
4392.9,4534.94
4409.85,4642.64
4426.83,4872.27
4443.83,4873.57
4460.84,4674.73
4477.87,4538.56
4494.93,4823.31
4512,4624.58
4529.09,4739.83
4546.2,4755.33
4563.33,4913.57
4580.48,4682.39
4597.65,4454.26
4614.83,5094.33
4632.04,4578.92
4649.26,4881.24
4666.51,4781.73
4683.77,4880.03
4701.05,4920.49
4718.35,4792.77
4735.67,5210.27
4753.01,5211.14
4770.36,5926.82
4787.74,6194.24
4805.13,5428.1
4822.54,5080.27
4839.97,5111.65
4857.42,5701.57
4874.89,5968.34
4892.38,5560.68
4909.88,5788.55
4927.4,5566.65
4944.95,5581.24
4962.51,6076.74
4980.09,5846.12
4997.68,5643.53
5015.3,5665.82
5032.93,5891.66
5050.58,5461.4
5068.25,5166.92
5085.94,4614.61
5103.65,5491.04
5121.37,5629.82
5139.12,5886.41
5156.88,5852.63
5174.66,5295.81
5192.45,5493.27
5210.27,5247.91
5228.1,4912.59
5245.95,4428.8
5263.82,4815.39
5281.71,4666.74
5299.61,5376.63
5317.54,5856.9
5335.48,6099.94
5353.44,5954.54
5371.41,6075.6
5389.41,6321.6
5407.42,6326.6
5425.45,6120.83
5443.5,5636.43
5461.56,5847.71
5479.64,5852.96
5497.75,6036.15
5515.86,5926.06
5534,5306.36
5552.15,5213.23
5570.32,5851.49
5588.51,6301.96
5606.72,6003.08
5624.94,5978.46
5643.18,6180.52
5661.44,5530.14
5679.72,6298.14
5698.01,6041.68
5716.32,4689.06
5734.65,5522.78
5753,5614.45
5771.36,6310.22
5789.74,6751.84
5808.14,5239.26
5826.55,6408.48
5844.98,6775.23
5863.43,6919.6
5881.9,7164.97
